"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 16 13:32:44 IST 2022","Sun Jan 16 13:32:45 IST 2022","629","","lucaFeesAndDiscountsTests: Add Discount Verification","","lucaFeesAndDiscountsTests: Add Discount Verification","should click on Tuition and Fees button","should click on Tuition and Fees button",""
"passed","Sun Jan 16 13:08:18 IST 2022","Sun Jan 16 13:08:20 IST 2022","1594","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Several Families And Students","should input shool 11084 into the search field","should input shool 11084 into the search field",""
"passed","Sun Jan 16 13:45:37 IST 2022","Sun Jan 16 13:45:38 IST 2022","972","","lucaDashboardsTests: Luca Remittance, validate payments tooltips, pagination and drop-downs page","","lucaDashboardsTests: Luca Remittance, validate payments tooltips, pagination and drop-downs page","should click on Payments button in Dashboards again","should click on Payments button in Dashboards again",""
"passed","Sun Jan 16 13:25:44 IST 2022","Sun Jan 16 13:25:45 IST 2022","1540","","lucaBillingTests: Verify Apply and Remove Fee in Edit Billing Contacts","","lucaBillingTests: Verify Apply and Remove Fee in Edit Billing Contacts","should click save changes in order to create the student","should click save changes in order to create the student",""
"passed","Sun Jan 16 13:36:18 IST 2022","Sun Jan 16 13:36:26 IST 2022","7695","","lucaFeesAndDiscountsTests: Creating, Applying and Removing Fees and Discounts toward a family","","lucaFeesAndDiscountsTests: Creating, Applying and Removing Fees and Discounts toward a family","should verify the Discount Confirmation message","should verify the Discount Confirmation message",""
"passed","Sun Jan 16 13:42:50 IST 2022","Sun Jan 16 13:42:52 IST 2022","1953","","lucaFeesAndDiscountsTests: Add, Update and Remove a Fee","","lucaFeesAndDiscountsTests: Add, Update and Remove a Fee","should modifiy the General Ledger Id","should modifiy the General Ledger Id",""
"passed","Sun Jan 16 14:26:47 IST 2022","Sun Jan 16 14:26:49 IST 2022","1367","","Luca Settings: Luca Enrollment, Enroll new family, API_027","","Luca Settings: Luca Enrollment, Enroll new family, API_027","should click on search button","should click on search button",""
"passed","Sun Jan 16 13:03:37 IST 2022","Sun Jan 16 13:03:39 IST 2022","1206","","lucaFamiliesModuleTests: Manage Families details Payment settings","","lucaFamiliesModuleTests: Manage Families details Payment settings","should input correct password","should input correct password",""
"passed","Sun Jan 16 13:50:17 IST 2022","Sun Jan 16 13:50:19 IST 2022","1568","","lucaDashboardsTests: Luca Payments, Validate custom allocation scenarios","","lucaDashboardsTests: Luca Payments, Validate custom allocation scenarios","should input 11084 in search field","should input 11084 in search field",""
"passed","Sun Jan 16 13:00:18 IST 2022","Sun Jan 16 13:00:19 IST 2022","907","","lucaAuthentificationTests: User Authentification and Author, School Validation","","lucaAuthentificationTests: User Authentification and Author, School Validation","should check that the password field is focused on","should check that the password field is focused on",""
"passed","Sun Jan 16 13:36:15 IST 2022","Sun Jan 16 13:36:16 IST 2022","592","","lucaFeesAndDiscountsTests: Creating, Applying and Removing Fees and Discounts toward a family","","lucaFeesAndDiscountsTests: Creating, Applying and Removing Fees and Discounts toward a family","should get and store the Discount name in order to search for it later","should get and store the Discount name in order to search for it later",""
"passed","Sun Jan 16 14:30:59 IST 2022","Sun Jan 16 14:31:01 IST 2022","1765","","Luca Settings: Add a student to a pre-existing family and verify UI data API_84, API_85, API_86","","Luca Settings: Add a student to a pre-existing family and verify UI data API_84, API_85, API_86","should verify the newly added school student ID","should verify the newly added school student ID",""
"failed","Sun Jan 16 14:20:57 IST 2022","Sun Jan 16 14:21:03 IST 2022","5801","","lucaAddANoteTests: Verifying Maximum Text Length for input fields","","lucaAddANoteTests: Verifying Maximum Text Length for input fields","should complete the Describe Situation Field with maximum length","should complete the Describe Situation Field with maximum length",""
"passed","Sun Jan 16 14:10:11 IST 2022","Sun Jan 16 14:10:12 IST 2022","1394","","lucaFamiliesModuleTests: View All Families Details Pagination Details","","lucaFamiliesModuleTests: View All Families Details Pagination Details","should click on the go button","should click on the go button",""
"passed","Sun Jan 16 13:43:25 IST 2022","Sun Jan 16 13:43:26 IST 2022","1392","","lucaBuyNowGiveNowTests: Buy Now Give Now settings","","lucaBuyNowGiveNowTests: Buy Now Give Now settings","should input a school number in the search field","should input a school number in the search field",""
"failed","Sun Jan 16 14:28:24 IST 2022","Sun Jan 16 14:28:40 IST 2022","15727","","lucaAutomaticDebitSettings: Payment Type Verification","","lucaAutomaticDebitSettings: Payment Type Verification","should verify that the appropriate message is received","should verify that the appropriate message is received",""
"passed","Sun Jan 16 13:47:40 IST 2022","Sun Jan 16 13:47:41 IST 2022","624","","lucaDashboardsTests: Luca Payments, Validate Payment information page from familes, add a payment","","lucaDashboardsTests: Luca Payments, Validate Payment information page from familes, add a payment","should click On Check Button","should click On Check Button",""
"failed","Sun Jan 16 13:52:07 IST 2022","Sun Jan 16 13:52:13 IST 2022","5695","","lucaDashboardsTests: Luca Payments, Phone Payment Existing Credit Card verification","","lucaDashboardsTests: Luca Payments, Phone Payment Existing Credit Card verification","should verify that the Appropriate Family Id is displayed in the pop-up","should verify that the Appropriate Family Id is displayed in the pop-up",""
"passed","Sun Jan 16 12:58:57 IST 2022","Sun Jan 16 12:58:58 IST 2022","925","","Renweb Tests: Registration for adding new student","","Renweb Tests: Registration for adding new student","should input parent session id and change StudentFirstName value for student","should input parent session id and change StudentFirstName value for student",""
"passed","Sun Jan 16 14:19:22 IST 2022","Sun Jan 16 14:19:24 IST 2022","2231","","lucaAddANoteTests: Create a note and attaching an attachment","","lucaAddANoteTests: Create a note and attaching an attachment","should wait for add a note page to load","should wait for add a note page to load",""
"passed","Sun Jan 16 13:18:38 IST 2022","Sun Jan 16 13:18:39 IST 2022","1389","","lucaEnrollment: Verifying Payment Information for the a Family with CC","","lucaEnrollment: Verifying Payment Information for the a Family with CC","should click go","should click go",""
"passed","Sun Jan 16 13:33:50 IST 2022","Sun Jan 16 13:33:52 IST 2022","1439","","lucaFeesAndDiscountsTests: Edit Discount in Table Verification","","lucaFeesAndDiscountsTests: Edit Discount in Table Verification","should modify the latest General Ledger Id directly on the Table, again","should modify the latest General Ledger Id directly on the Table, again",""
"passed","Sun Jan 16 12:54:03 IST 2022","Sun Jan 16 12:54:04 IST 2022","923","","homepageTests: Enrollment with Bank Account entry","","homepageTests: Enrollment with Bank Account entry","should input last name of the payer","should input last name of the payer",""
"passed","Sun Jan 16 13:23:31 IST 2022","Sun Jan 16 13:23:35 IST 2022","3677","","lucaBillingTests: Validate ammount Field","","lucaBillingTests: Validate ammount Field","should purge the families created","should purge the families created",""
"passed","Sun Jan 16 12:59:26 IST 2022","Sun Jan 16 12:59:28 IST 2022","1642","","externalTests: Verify that External Registration creates family correctly for Basis Independent Schools","","externalTests: Verify that External Registration creates family correctly for Basis Independent Schools","should click the family update fee button again","should click the family update fee button again",""
"passed","Sun Jan 16 13:10:13 IST 2022","Sun Jan 16 13:10:16 IST 2022","3425","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Specific Months on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Specific Months on Several Families And Students","should get the fee name and store it","should get the fee name and store it",""
"failed","Sun Jan 16 14:22:54 IST 2022","Sun Jan 16 14:22:55 IST 2022","691","","lucaAddANoteTests: Verifying Maximum Text Length for input fields","","lucaAddANoteTests: Verifying Maximum Text Length for input fields","should get and store the remark text","should get and store the remark text",""
"passed","Sun Jan 16 14:20:54 IST 2022","Sun Jan 16 14:20:56 IST 2022","1307","","lucaQuickBooksTests: QuickBooks General Settings Validation","","lucaQuickBooksTests: QuickBooks General Settings Validation","should click on the QuickBook link","should click on the QuickBook link",""
"failed","Sun Jan 16 14:27:47 IST 2022","Sun Jan 16 14:27:53 IST 2022","5828","","lucaAutomaticDebitSettings: Block and Stop Payments Verification","","lucaAutomaticDebitSettings: Block and Stop Payments Verification","should verify that the Confirm button is disabled fifth time","should verify that the Confirm button is disabled fifth time",""
"passed","Sun Jan 16 12:53:54 IST 2022","Sun Jan 16 12:53:56 IST 2022","2033","","homepageTests: Enrollment with Bank Account entry","","homepageTests: Enrollment with Bank Account entry","should verify results are shown","should verify results are shown",""
"passed","Sun Jan 16 14:21:18 IST 2022","Sun Jan 16 14:21:22 IST 2022","4422","","lucaQuickBooksTests: QuickBooks SetupGL Account Discounts, Tuition, Grades Test Case","","lucaQuickBooksTests: QuickBooks SetupGL Account Discounts, Tuition, Grades Test Case","should click on the General Ledger Type","should click on the General Ledger Type",""
"passed","Sun Jan 16 14:27:05 IST 2022","Sun Jan 16 14:27:06 IST 2022","628","","Luca Settings: Luca Enrollment, Enroll new family, API_027","","Luca Settings: Luca Enrollment, Enroll new family, API_027","should input the School Student Id","should input the School Student Id",""
"failed","Sun Jan 16 13:02:59 IST 2022","Sun Jan 16 13:03:20 IST 2022","20709","","lucaFamiliesModuleTests: View All Families, Apply Student Based Specific month fee","","lucaFamiliesModuleTests: View All Families, Apply Student Based Specific month fee","should drag and drop the HotSpring & Beverage onto the Applied Billing Items","should drag and drop the HotSpring & Beverage onto the Applied Billing Items",""
"passed","Sun Jan 16 13:47:36 IST 2022","Sun Jan 16 13:48:04 IST 2022","27576","","lucaFeesAndDiscountsTests: Creating, Applying and Removing Fees and Discounts toward a family","","lucaFeesAndDiscountsTests: Creating, Applying and Removing Fees and Discounts toward a family","should remove the last added Discount","should remove the last added Discount",""
"passed","Sun Jan 16 13:26:38 IST 2022","Sun Jan 16 13:26:39 IST 2022","1005","","lucaBillingTests: Edit Billing module, multiple discount deletion","","lucaBillingTests: Edit Billing module, multiple discount deletion","should remove the three newly added Discounts frist time","should remove the three newly added Discounts frist time",""
"passed","Sun Jan 16 13:26:37 IST 2022","Sun Jan 16 13:26:39 IST 2022","2190","","lucaBillingTests: Edit Billing module, Total Column Verification","","lucaBillingTests: Edit Billing module, Total Column Verification","should select a Fee, Advance deposit fixed again","should select a Fee, Advance deposit fixed again",""
"passed","Sun Jan 16 13:26:12 IST 2022","Sun Jan 16 13:26:16 IST 2022","3968","","lucaBillingTests: Edit Billing module, multiple discount deletion","","lucaBillingTests: Edit Billing module, multiple discount deletion","should click on Add discount first time","should click on Add discount first time",""
"passed","Sun Jan 16 13:49:21 IST 2022","Sun Jan 16 13:49:26 IST 2022","5387","","lucaDashboardsTests: Luca Payments, Validate custom allocation scenarios","","lucaDashboardsTests: Luca Payments, Validate custom allocation scenarios","should load Luca login Page successfully and create a family with CC to use later","should load Luca login Page successfully and create a family with CC to use later",""
"passed","Sun Jan 16 14:33:29 IST 2022","Sun Jan 16 14:33:31 IST 2022","2161","","lucaChangePaymentPlans: Change Payment Plan module, Extend Payment Plan Tests","","lucaChangePaymentPlans: Change Payment Plan module, Extend Payment Plan Tests","should verify Extend Payment Plan is visible and click it, again","should verify Extend Payment Plan is visible and click it, again",""
"passed","Sun Jan 16 14:36:38 IST 2022","Sun Jan 16 14:36:39 IST 2022","1869","","Tuition Manager Authentification Module","","Tuition Manager Authentification Module","should input Valid Password","should input Valid Password",""
"passed","Sun Jan 16 13:21:19 IST 2022","Sun Jan 16 13:21:22 IST 2022","2552","","lucaEnrollment: verify filters on Parent registration page","","lucaEnrollment: verify filters on Parent registration page","should change the page","should change the page",""
"passed","Sun Jan 16 14:24:41 IST 2022","Sun Jan 16 14:24:49 IST 2022","7658","","Luca Settings: Verify newly added fees or discount is displaying in API Result API_005","","Luca Settings: Verify newly added fees or discount is displaying in API Result API_005","should verify the confirmation message","should verify the confirmation message",""
"passed","Sun Jan 16 13:15:11 IST 2022","Sun Jan 16 13:15:13 IST 2022","1604","","lucaEnrollment: Enroll new family ","","lucaEnrollment: Enroll new family ","should click on register Family button, 1st time","should click on register Family button, 1st time",""
"passed","Sun Jan 16 14:20:55 IST 2022","Sun Jan 16 14:20:57 IST 2022","1525","","lucaReviewManageFollowUpTests: Review Manage Follow Up Validations UI Controls","","lucaReviewManageFollowUpTests: Review Manage Follow Up Validations UI Controls","should input values into Value Field from the Follow Up Fees","should input values into Value Field from the Follow Up Fees",""
"passed","Sun Jan 16 13:05:43 IST 2022","Sun Jan 16 13:05:45 IST 2022","1373","","lucaFamiliesModuleTests: Manage Families details, Change payment settings","","lucaFamiliesModuleTests: Manage Families details, Change payment settings","should click credit card year payment settings","should click credit card year payment settings",""
"passed","Sun Jan 16 14:33:10 IST 2022","Sun Jan 16 14:33:14 IST 2022","3738","","lucaChangePaymentPlans: Change Payment Plan module, Payment Plan Discount Tests","","lucaChangePaymentPlans: Change Payment Plan module, Payment Plan Discount Tests","should log out from luca","should log out from luca",""
"passed","Sun Jan 16 14:36:35 IST 2022","Sun Jan 16 14:36:38 IST 2022","2890","","Tuition Manager Authentification Module","","Tuition Manager Authentification Module","should input Valid Username","should input Valid Username",""
"passed","Sun Jan 16 14:34:37 IST 2022","Sun Jan 16 14:34:43 IST 2022","5093","","Call Center Payment Encryption Tests, Credit card family","","Call Center Payment Encryption Tests, Credit card family","should create a family to work with it later","should create a family to work with it later",""
"passed","Sun Jan 16 13:20:28 IST 2022","Sun Jan 16 13:20:30 IST 2022","1972","","lucaEnrollment: verify filters on Pending Families","","lucaEnrollment: verify filters on Pending Families","should click on Error Severity and then select the Warning option","should click on Error Severity and then select the Warning option",""
"passed","Sun Jan 16 13:26:26 IST 2022","Sun Jan 16 13:26:28 IST 2022","1671","","lucaBillingTests: Verify Apply and Remove Fee in Edit Billing Contacts","","lucaBillingTests: Verify Apply and Remove Fee in Edit Billing Contacts","should verify that the appropriate buttons appear","should verify that the appropriate buttons appear",""
"failed","Sun Jan 16 13:42:20 IST 2022","Sun Jan 16 13:42:21 IST 2022","876","","lucaFeesAndDiscountsTests: Verifying Drag and Drop Functionality for Fees and Discounts","","lucaFeesAndDiscountsTests: Verifying Drag and Drop Functionality for Fees and Discounts","should click the remove button for the fee","should click the remove button for the fee",""
"passed","Sun Jan 16 14:33:01 IST 2022","Sun Jan 16 14:33:06 IST 2022","4866","","lucaChangePaymentPlans: Change Payment Plan module, Payment Plan ","","lucaChangePaymentPlans: Change Payment Plan module, Payment Plan ","should purge the created families","should purge the created families",""
"passed","Sun Jan 16 12:55:21 IST 2022","Sun Jan 16 12:55:26 IST 2022","4908","","homepageTests: Enrollment with all payment options","","homepageTests: Enrollment with all payment options","should input student first name","should input student first name",""
"passed","Sun Jan 16 13:24:02 IST 2022","Sun Jan 16 13:24:04 IST 2022","2221","","lucaBillingTests: Verify Applicable Not applicable Fees","","lucaBillingTests: Verify Applicable Not applicable Fees","should select a fee which applies to both students","should select a fee which applies to both students",""
"passed","Sun Jan 16 13:44:08 IST 2022","Sun Jan 16 13:44:10 IST 2022","2761","","lucaBuyNowGiveNowTests: Buy Now Give Now Manage Items","","lucaBuyNowGiveNowTests: Buy Now Give Now Manage Items","should click the Next button, 2nd time","should click the Next button, 2nd time",""
"passed","Sun Jan 16 13:26:26 IST 2022","Sun Jan 16 13:26:28 IST 2022","2235","","lucaBillingTests: Edit Billing module, multiple discount deletion","","lucaBillingTests: Edit Billing module, multiple discount deletion","should select a discount second time","should select a discount second time",""
"passed","Sun Jan 16 14:37:09 IST 2022","Sun Jan 16 14:37:10 IST 2022","1588","","bbPaymentServices: Luca - Verifying that a family can be enrolled using Credit Card with CC Fee and without, and a Payment can be applied","","bbPaymentServices: Luca - Verifying that a family can be enrolled using Credit Card with CC Fee and without, and a Payment can be applied","should input account Name","should input account Name",""
"passed","Sun Jan 16 13:36:24 IST 2022","Sun Jan 16 13:36:32 IST 2022","7789","","lucaFeesAndDiscountsTests: Verifying Drag and Drop Functionality for Fees and Discounts","","lucaFeesAndDiscountsTests: Verifying Drag and Drop Functionality for Fees and Discounts","should verify the confirmation message for adding a new fee","should verify the confirmation message for adding a new fee",""
"passed","Sun Jan 16 13:18:50 IST 2022","Sun Jan 16 13:18:52 IST 2022","1943","","lucaEnrollment: Verifying Payment Information for the a Family with CC","","lucaEnrollment: Verifying Payment Information for the a Family with CC","should fill in the City And State in order to create a family with Auto Debit Credit Card Option","should fill in the City And State in order to create a family with Auto Debit Credit Card Option",""
"passed","Sun Jan 16 13:05:17 IST 2022","Sun Jan 16 13:05:19 IST 2022","1833","","lucaFamiliesModuleTests: Manage Families, Apply discount batch action","","lucaFamiliesModuleTests: Manage Families, Apply discount batch action","should select student view from the View Mode dropdown","should select student view from the View Mode dropdown",""
"passed","Sun Jan 16 12:55:15 IST 2022","Sun Jan 16 12:55:20 IST 2022","5044","","homepageTests: Enrolling New Family with Credit Card","","homepageTests: Enrolling New Family with Credit Card","should load enrollment page successfully","should load enrollment page successfully",""
"passed","Sun Jan 16 14:18:27 IST 2022","Sun Jan 16 14:18:28 IST 2022","1200","","lucaAddANoteTests: Verifying Error Validation","","lucaAddANoteTests: Verifying Error Validation","should input valid password","should input valid password",""
"failed","Sun Jan 16 13:39:49 IST 2022","Sun Jan 16 13:39:50 IST 2022","778","","lucaFeesAndDiscountsTests: Verifying Drag and Drop Functionality for Fees and Discounts","","lucaFeesAndDiscountsTests: Verifying Drag and Drop Functionality for Fees and Discounts","should select Month For Fee necessary fields in the pop-up","should select Month For Fee necessary fields in the pop-up",""
"passed","Sun Jan 16 13:46:26 IST 2022","Sun Jan 16 13:46:29 IST 2022","2693","","lucaDashboardsTests: Luca Payments, add a payment, school user","","lucaDashboardsTests: Luca Payments, add a payment, school user","should load Luca login Page successfully","should load Luca login Page successfully",""
"passed","Sun Jan 16 13:29:45 IST 2022","Sun Jan 16 13:29:49 IST 2022","3695","","Main Landing Page, Switching School Year Verification ","","Main Landing Page, Switching School Year Verification ","should verify that the school student ids upload Page has been reached","should verify that the school student ids upload Page has been reached",""
"passed","Sun Jan 16 13:18:54 IST 2022","Sun Jan 16 13:18:57 IST 2022","2318","","lucaEnrollment: Verifying Payment Information for the a Family with Auto Debit Bank Account","","lucaEnrollment: Verifying Payment Information for the a Family with Auto Debit Bank Account","should fill in the Family Head in order to create a family with Bank account Option","should fill in the Family Head in order to create a family with Bank account Option",""
"passed","Sun Jan 16 13:18:43 IST 2022","Sun Jan 16 13:18:46 IST 2022","2923","","lucaEnrollment: Verifying Payment Information for the a Family with CC","","lucaEnrollment: Verifying Payment Information for the a Family with CC","should click on Enrollment Center, then add new family","should click on Enrollment Center, then add new family",""
"passed","Sun Jan 16 13:49:11 IST 2022","Sun Jan 16 13:49:15 IST 2022","4316","","lucaFeesAndDiscountsTests: Creating, Applying and Removing Fees and Discounts toward a family","","lucaFeesAndDiscountsTests: Creating, Applying and Removing Fees and Discounts toward a family","should purge the created families","should purge the created families",""
"passed","Sun Jan 16 13:44:46 IST 2022","Sun Jan 16 13:44:49 IST 2022","2428","","lucaBuyNowGiveNowTests: Buy Now Give Now Manage Items","","lucaBuyNowGiveNowTests: Buy Now Give Now Manage Items","should log out from luca","should log out from luca",""
"passed","Sun Jan 16 14:22:45 IST 2022","Sun Jan 16 14:22:46 IST 2022","1507","","lucaManageLateFeesTests: Manage Late Fees controls Verification","","lucaManageLateFeesTests: Manage Late Fees controls Verification","should clear the the Smart Follow-Up Fee field","should clear the the Smart Follow-Up Fee field",""
"passed","Sun Jan 16 13:33:40 IST 2022","Sun Jan 16 13:33:42 IST 2022","1930","","lucaFeesAndDiscountsTests: Edit Discount in Table Verification","","lucaFeesAndDiscountsTests: Edit Discount in Table Verification","should edit the fee name","should edit the fee name",""
"passed","Sun Jan 16 12:55:14 IST 2022","Sun Jan 16 12:55:17 IST 2022","3475","","homepageTests: EWS Authentification Verification test cases","","homepageTests: EWS Authentification Verification test cases","should select the latest school year","should select the latest school year",""
"passed","Sun Jan 16 13:43:58 IST 2022","Sun Jan 16 13:44:00 IST 2022","2305","","lucaBuyNowGiveNowTests: Buy Now Give Now Manage Items","","lucaBuyNowGiveNowTests: Buy Now Give Now Manage Items","should input the Item Name, General Ledger ID and the Description on the new Item, 2nd time","should input the Item Name, General Ledger ID and the Description on the new Item, 2nd time",""
"failed","Sun Jan 16 13:06:39 IST 2022","Sun Jan 16 13:07:40 IST 2022","60786","","lucaFamiliesModuleTests: View All Families, Apply Student Based Specific month fee","","lucaFamiliesModuleTests: View All Families, Apply Student Based Specific month fee","should verify that the appropriate confirmation message is received one more time","should verify that the appropriate confirmation message is received one more time",""
"passed","Sun Jan 16 13:18:23 IST 2022","Sun Jan 16 13:18:26 IST 2022","3514","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Specific Months on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Fee on Specific Months on Several Families And Students","should log out from luca","should log out from luca",""
"passed","Sun Jan 16 13:43:34 IST 2022","Sun Jan 16 13:43:37 IST 2022","2344","","lucaFeesAndDiscountsTests: Create, Edit and Remove Fee","","lucaFeesAndDiscountsTests: Create, Edit and Remove Fee","should click on Student","should click on Student",""
"passed","Sun Jan 16 14:28:03 IST 2022","Sun Jan 16 14:28:10 IST 2022","7700","","Luca Settings: Verify newly added planis displayed in API result, API_030, Verify if user update any payment plan, then updated payment plan data, will be displayed in API result API_031","","Luca Settings: Verify newly added planis displayed in API result, API_030, Verify if user update any payment plan, then updated payment plan data, will be displayed in API result API_031","should verify the Payment Plan Modified confirmation message","should verify the Payment Plan Modified confirmation message",""
"passed","Sun Jan 16 14:25:07 IST 2022","Sun Jan 16 14:25:09 IST 2022","2471","","Luca Settings: OW with Fees and Discounts tests API_004","","Luca Settings: OW with Fees and Discounts tests API_004","should log out from luca","should log out from luca",""
"passed","Sun Jan 16 13:33:49 IST 2022","Sun Jan 16 13:33:50 IST 2022","1363","","lucaFeesAndDiscountsTests: Edit Discount in Table Verification","","lucaFeesAndDiscountsTests: Edit Discount in Table Verification","should modify the latest Discount Amount directly on the Table, again","should modify the latest Discount Amount directly on the Table, again",""
"skipped","Sun Jan 16 13:46:30 IST 2022","Sun Jan 16 13:46:30 IST 2022","0","","lucaDashboardsTests: Luca Remittance, validate payments tooltips, pagination and drop-downs page","","lucaDashboardsTests: Luca Remittance, validate payments tooltips, pagination and drop-downs page","should check if Invoice filter is working","should check if Invoice filter is working",""
"passed","Sun Jan 16 13:22:55 IST 2022","Sun Jan 16 13:22:57 IST 2022","1374","","lucaBillingTests: Validate ammount Field","","lucaBillingTests: Validate ammount Field","should input the family id in the search field","should input the family id in the search field",""
"failed","Sun Jan 16 14:32:26 IST 2022","Sun Jan 16 14:32:31 IST 2022","5761","","lucaChangePaymentPlans: Change Payment Plan module, Payment Plan Discount Tests","","lucaChangePaymentPlans: Change Payment Plan module, Payment Plan Discount Tests","should click on Preview Plan","should click on Preview Plan",""
"passed","Sun Jan 16 14:18:50 IST 2022","Sun Jan 16 14:18:52 IST 2022","1311","","lucaAddANoteTests: Validating Created Notes Parameters","","lucaAddANoteTests: Validating Created Notes Parameters","should click on search button","should click on search button",""
"passed","Sun Jan 16 12:54:15 IST 2022","Sun Jan 16 12:54:16 IST 2022","1195","","homepageTests: Enrollment with Bank Account entry","","homepageTests: Enrollment with Bank Account entry","should select a security question","should select a security question",""
"passed","Sun Jan 16 13:22:30 IST 2022","Sun Jan 16 13:22:34 IST 2022","3537","","lucaBillingTests: Verify Applicable Not applicable Fees","","lucaBillingTests: Verify Applicable Not applicable Fees","should create a family","should create a family",""
"failed","Sun Jan 16 14:31:56 IST 2022","Sun Jan 16 14:32:17 IST 2022","20726","","lucaChangePaymentPlans: Change Payment Plan module, Payment Plan ","","lucaChangePaymentPlans: Change Payment Plan module, Payment Plan ","should click on Payment Settings","should click on Payment Settings",""
"passed","Sun Jan 16 13:13:59 IST 2022","Sun Jan 16 13:14:02 IST 2022","3056","","lucaEnrollment: Page links and controls validation","","lucaEnrollment: Page links and controls validation","should verify Enrollment Links","should verify Enrollment Links",""
"passed","Sun Jan 16 12:59:27 IST 2022","Sun Jan 16 12:59:28 IST 2022","643","","Renweb Tests: Registration for adding new student","","Renweb Tests: Registration for adding new student","should click on Submit test data, 3rd time,","should click on Submit test data, 3rd time,",""
"passed","Sun Jan 16 14:36:16 IST 2022","Sun Jan 16 14:36:20 IST 2022","3864","","Tuition Manager Authentification Module","","Tuition Manager Authentification Module","should input a Valid Username","should input a Valid Username",""
"passed","Sun Jan 16 13:19:00 IST 2022","Sun Jan 16 13:19:01 IST 2022","1928","","lucaEnrollment: Verifying Payment Information for the a Family with CC","","lucaEnrollment: Verifying Payment Information for the a Family with CC","should select A Payment Day","should select A Payment Day",""
"passed","Sun Jan 16 13:13:34 IST 2022","Sun Jan 16 13:13:37 IST 2022","2355","","lucaFamiliesModuleTests: Perform Batch Action Add Discount on Several Families And Students","","lucaFamiliesModuleTests: Perform Batch Action Add Discount on Several Families And Students","should click on the View Mode button fifth time","should click on the View Mode button fifth time",""
"passed","Sun Jan 16 12:54:39 IST 2022","Sun Jan 16 12:54:40 IST 2022","1155","","homepageTests: Enrollment with Credit Card and Debit Bank account option","","homepageTests: Enrollment with Credit Card and Debit Bank account option","should set expiration year","should set expiration year",""
"passed","Sun Jan 16 12:56:43 IST 2022","Sun Jan 16 12:56:45 IST 2022","2239","","externalTests: Verify that External Registration creates family correctly for Basis Charter schools","","externalTests: Verify that External Registration creates family correctly for Basis Charter schools","should load external registration page successfully","should load external registration page successfully",""
"passed","Sun Jan 16 12:58:54 IST 2022","Sun Jan 16 12:58:56 IST 2022","1548","","Renweb Tests: Registration for creating new family, using Credit Card","","Renweb Tests: Registration for creating new family, using Credit Card","should switch to iframe","should switch to iframe",""
"passed","Sun Jan 16 13:04:43 IST 2022","Sun Jan 16 13:04:45 IST 2022","1671","","lucaFamiliesModuleTests: Manage Families verify Batch actions towards family","","lucaFamiliesModuleTests: Manage Families verify Batch actions towards family","should reach the Opt-out Green Invoice Off, again","should reach the Opt-out Green Invoice Off, again",""
"passed","Sun Jan 16 13:21:46 IST 2022","Sun Jan 16 13:21:54 IST 2022","7934","","lucaBillingTests: Add Fee and Discount Controls verification","","lucaBillingTests: Add Fee and Discount Controls verification","should click on Edit Billing Details button","should click on Edit Billing Details button",""
"passed","Sun Jan 16 13:29:08 IST 2022","Sun Jan 16 13:29:11 IST 2022","3391","","Main Landing Page, Verify Presence of Elements in Top Menu Bar","","Main Landing Page, Verify Presence of Elements in Top Menu Bar","should click on the Settings Button, 10th time","should click on the Settings Button, 10th time",""
"failed","Sun Jan 16 14:22:08 IST 2022","Sun Jan 16 14:23:09 IST 2022","60779","","lucaAddANoteTests: Create a Note Invoice directed to Customer Service","","lucaAddANoteTests: Create a Note Invoice directed to Customer Service","should verify Changes Confirmation Message","should verify Changes Confirmation Message",""
"failed","Sun Jan 16 13:52:37 IST 2022","Sun Jan 16 13:52:37 IST 2022","743","","lucaDashboardsTests: Luca Payments, invalid or expired credit cards scenarios","","lucaDashboardsTests: Luca Payments, invalid or expired credit cards scenarios","should click on account details","should click on account details",""
"passed","Sun Jan 16 14:34:42 IST 2022","Sun Jan 16 14:34:45 IST 2022","2908","","Parent Site Authentification, Changing the Password in Luca veryfing Login into Parent Site","","Parent Site Authentification, Changing the Password in Luca veryfing Login into Parent Site","should click on Edit My Profile Tab","should click on Edit My Profile Tab",""
"passed","Sun Jan 16 12:54:40 IST 2022","Sun Jan 16 12:54:46 IST 2022","6230","","homepageTests: Enrollment with Bank Account entry","","homepageTests: Enrollment with Bank Account entry","should click on submit enrollment button","should click on submit enrollment button",""
"passed","Sun Jan 16 13:06:06 IST 2022","Sun Jan 16 13:06:14 IST 2022","8195","","lucaFamiliesModuleTests: Manage Families, Apply discount batch action","","lucaFamiliesModuleTests: Manage Families, Apply discount batch action","should verify the confirmation message","should verify the confirmation message",""
